"element","RF","SRK"
"Co",-9.32464517069239,-11.510115694892
"Co",-12.5107435683256,-10.3108948785636
"Co",-3.82544543686777,-3.6918965239489
"Co",3.65325970611906,3.67716887150922
"Co",-0.185755034296671,-0.96893869435157
"Co",-2.67949008680053,-3.04418594814733
"Co",-1.92401242751655,1.96710885454198
"Co",-7.9866161683913,-5.17170516713261
"Co",-1.194453150099,-1.66098000704932
"Co",3.86031024824666,0.556645439581452
"Co",4.04351937460586,3.34306876688934
"Co",1.84480776418442,1.61676360985292
"Co",-0.644329666701661,-0.362329183126296
"Co",-3.33512364647767,-2.87474057279887
"Co",9.92992874652499,10.1167377110748
"Co",-3.258209999759,-2.61137331610554
"Co",0.0244888448551208,0.782335089758222
"Co",1.25822056647733,1.49561228227303
"Co",-2.78513506313347,-2.55575620514143
"Co",-1.79740785457367,-1.72148756816
"Co",5.26307449792,5.76555988250366
"Co",6.93409096539267,6.19064721021516
"Co",0.0131007213757339,-1.20184784849087
"Co",12.9413271325385,12.2504730332601
"Co",-0.0321399220060972,-0.226748170678913
"Co",0.854438410216358,1.40519059719391
"Co",-0.286875827788985,-0.194392935436756
"Co",-1.27695485982026,-1.20785559785526
"Co",-0.508832109887971,-0.489467439690555
"Co",-0.588751909653639,-0.516038376826879
"Co",2.90649729580383,2.72917960724303
"Co",-3.56039214168967,-4.23780131212751
"Co",-2.47355796303652,-2.75495531171455
"Co",-4.41284948382776,-5.38850961136006
"Co",-7.5897557458479,-8.53708881454494
"Co",2.76268501811066,0.318704140560168
"Co",-1.37065235327619,-1.775829365866
"Co",-3.24398668548567,-3.68805038658207
"Co",-3.34816937086284,-3.03690973504599
"Co",-0.271893912960749,-0.297126449428688
"Co",0.300843044730437,0.307270156461445
"Co",2.56946661671662,2.80565472928156
"Co",-0.127025163176333,0.0484351520664337
"Co",-0.672921492012113,-1.2711165576581
"Co",0.733269127101464,0.99387622178256
"Co",2.49566504808604,2.32180281638661
"Co",-0.939784915134656,-0.728521335632023
"Co",-0.904698397713486,-0.855310346882853
"Co",0.00781285044639946,-0.0934076884837198
"Co",1.78549532288239,1.59455982087767
"Co",0.665549937703873,0.578017696511544
"Co",-1.26003950816636,-1.76822020347608
"Co",-1.24581660662363,-1.67366254223782
"Co",1.1605997376212,1.26440390484603
"Co",-1.07326858515664,-1.1878675469805
"Co",0.010314911002598,-0.7826307245181
"Co",-1.37666888939114,-1.30664760359086
"Co",-2.074430350821,-2.16263470441857
"Co",-2.43103646999433,-2.28936515244103
"Co",-0.856384215622561,-0.804896204003867
"Co",-1.2493050162962,-1.4346832330021
"Co",-0.646084466004358,-0.401461321481813
"Co",3.70016272602115,3.85455552498235
"Co",-2.14126326073038,-2.22894892252672
"Co",-0.902107166478866,-0.589208242914832
"Co",2.13654525324082,1.99828799545707
"Co",-1.27511115989351,-1.2498011549314
"Co",-0.0587896224944622,-0.378077283586435
"Co",0.876670025199033,0.854049030800042
"Co",-1.36910334459693,-1.66309928431557
"Co",-5.27011146721255,-7.02322931190158
"Co",-4.0762981598579,-3.61872356493313
"Co",7.11358695625867,6.44661223073097
"Co",1.52269348791214,1.4799817334417
"Co",-1.46829095267827,-1.85691679708146
"Co",-3.75314021161655,-5.52265465965709
"Co",-1.58321041138351,-2.65286719282703
"Co",-3.23433304176467,-3.38311473492273
"Co",-4.7190681689164,-3.311914955491
"Co",1.5683013715486,2.16243813178553
"Co",-3.466259998613,-2.83566538504133
"Co",1.92202333518534,3.70900594247616
"Co",-3.00620041575783,-1.04841242353602
"Co",-2.66599760024,-2.31357844410482
