"coef_GC_Income","coef_GC_Indemp","model"
-0.00187343801747618,0.0429089100804564,"SVR"
-0.000650239786550991,0.0508376357614017,"SVR"
-0.00271638031961197,0.0377706217001404,"SVR"
-0.00147020938512713,0.0457248526763814,"SVR"
0.000443947031857945,0.0578970172240934,"SVR"
-9.91458237826161e-05,0.0542626012504661,"SVR"
-0.00604030608043633,0.0171864025280388,"SVR"
-0.00394033396316947,0.0302444301707534,"SVR"
-0.00479571185339012,0.0243970298240688,"SVR"
-0.00432472790683954,0.0268620701604665,"SVR"
-0.00639314111877146,0.0141624906215989,"SVR"
-0.0590748156009029,-0.00215483100028696,"SVR"
-0.0608297149256228,-0.00197404630584298,"SVR"
-0.0554917259965879,-0.00228877727171797,"SVR"
-0.059771189128695,-0.0016812621835481,"SVR"
-0.0614065756010057,-0.00151617526269621,"SVR"
-0.0564537178043841,-0.00240081568791576,"SVR"
-0.0609717555817027,-0.00213364902275188,"SVR"
-0.0645611043738628,-0.00167217150724896,"SVR"
-0.0635673499509137,-0.00193799809365445,"SVR"
-0.0710701810418361,-0.00111860487884384,"SVR"
-0.0730513276696157,-0.00335140742480669,"SVR"
-0.0508043498604051,-0.00542983883889386,"SVR"
-0.0745164239771788,-0.00146661869039978,"SVR"
-0.0364832586154229,-0.00560068101299867,"SVR"
-0.0699544911104322,-0.00177943377450297,"SVR"
-0.0703234694268942,-0.00186025650809843,"SVR"
-0.0614930708972444,-0.00249967741238069,"SVR"
-0.0680760136218691,-0.000757445327480658,"SVR"
-0.0680652770213165,-0.000794154780470539,"SVR"
-0.0683031736688812,-0.000727386195471833,"SVR"
-0.068454326757556,-0.000729633934340126,"SVR"
-0.0686987307082537,-0.000719552307511784,"SVR"
-0.0684976851515231,-0.00075455496929952,"SVR"
-0.0682719594234159,-0.000763697312752236,"SVR"
-0.0683349297281924,-0.000814272563286441,"SVR"
-0.068765627733387,-0.000610931905055076,"SVR"
-0.06886959056654,-0.000663002753902664,"SVR"
-0.069002051029891,-0.000730754374622034,"SVR"
-0.0687160738441154,-0.000762251616472232,"SVR"
-0.069072955439658,-0.000785321603588531,"SVR"
-0.0685445991271381,-0.00078725398086135,"SVR"
-0.0685175797357117,-0.00061440160774667,"SVR"
-0.0680019225819555,-0.000756730803045723,"SVR"
-0.0692039262549477,6.81491145539609e-07,"SVR"
-0.0677749315340306,-0.00035056983818853,"SVR"
-0.0680263160911011,-0.000768768840410962,"SVR"
-0.0657770497320146,-0.00088900780523009,"SVR"
-0.0679854232176538,-0.000727887108326025,"SVR"
-0.0667494174486704,-0.000891221521291535,"SVR"
-0.0672616428054773,-0.000792021097859145,"SVR"
-0.0697858286945089,-0.000469108188854938,"SVR"
-0.0691966153217386,-0.000478604062753645,"SVR"
-0.0697385851351273,-0.000341231576028638,"SVR"
-0.0691497331606892,-0.000602396131139888,"SVR"
-0.0706117816870438,-0.000246390038918292,"SVR"
-0.071478797360685,-0.000893314449705132,"SVR"
-0.0700227402889592,-0.000612280354478216,"SVR"
-0.0699477507139027,-0.000914138695433817,"SVR"
-0.0691842806877074,-0.000839221616083179,"SVR"
-0.0689891198579408,-0.000731741862518544,"SVR"
-0.0680852009668962,-0.000826304580114031,"SVR"
-0.0680903692353651,-0.000894574131008498,"SVR"
-0.0683326016843932,-0.000775835888481767,"SVR"
-0.0660706433660162,-0.00119073406632072,"SVR"
-0.0672454131319059,-0.00117286536731813,"SVR"
-0.0693233089516961,-0.000911659921634936,"SVR"
-0.0684647822930292,-0.00125355324968418,"SVR"
-0.0372861206291165,-0.00089928710856846,"SVR"
-0.0297718016890443,-0.00142898669675489,"SVR"
-0.0438206582425247,-0.00193485648848499,"SVR"
-0.0623676950303115,-0.00231642171702428,"SVR"
-0.0662125124166281,-0.00367922782917344,"SVR"
-0.0683276341187334,-0.0024683832086258,"SVR"
-0.0381101332268628,-0.000908752842334341,"SVR"
-0.0555982654820118,-0.00231777228565927,"SVR"
-0.0462878197269506,-0.00162931774276366,"SVR"
-0.0613261596833045,-0.105075935663697,"SVR"
-0.0585178690938898,-0.0959441294296762,"SVR"
-0.0627203442169926,-0.111941952067006,"SVR"
-0.0634078575799725,-0.114401891959767,"SVR"
-0.0628978131640658,-0.111142691001351,"SVR"
-0.0627139731700472,-0.111561455036458,"SVR"
-0.0632480431457977,-0.115025850695037,"SVR"
-0.0627837000188479,-0.11092295185733,"SVR"
-0.0627760046775116,-0.110081462798757,"SVR"
-0.0615843927784957,-0.105547514785131,"SVR"
-0.0626378817883147,-0.10923162631327,"SVR"
-0.0614567558266996,-0.104486826229004,"SVR"
-0.061583772623822,-0.105141867074648,"SVR"
-0.06291494915085,-0.10918045881796,"SVR"
-0.0630674569130735,-0.109166929321825,"SVR"
-0.0632309848831359,-0.111576074100755,"SVR"
-0.0640330367888833,-0.114834297827086,"SVR"
